ID,SOURCEID,Site Name,Address,Type,BlockLot,RecordType,YearStarted,ApproxAddress,GardenType,Management,SqFeet,BGS_Relate,NHOOD,Conserval,ConsValue,Motivations,Uses,CCD,LD,Watershed,OwnType,Permission,Fence,FenceLock,FenceHours,Water
310,BGS_222,Gardens of Hope,1202-1227 Shields Place,Garden,0412 056,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
311,BGS_223,Gardens of Hope,1202-1227 Shields Place,Garden,0412 057,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
312,BGS_224,Gardens of Hope,1202-1227 Shields Place,Garden,0412 058,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
313,BGS_225,Gardens of Hope,1202-1227 Shields Place,Garden,0412 059,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
314,BGS_226,Gardens of Hope,1202-1227 Shields Place,Garden,0412 060,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
315,BGS_227,Gardens of Hope,1202-1227 Shields Place,Garden,0412 061,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
214,BGS_221,Gardens of Hope,1202-1227 Shields Place,Garden,0412 062,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
316,BGS_228,Gardens of Hope,1202-1227 Shields Place,Garden,0412 063,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
317,BGS_229,Gardens of Hope,1202-1227 Shields Place,Garden,0412 064,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
318,BGS_230,Gardens of Hope,1202-1227 Shields Place,Garden,0412 065,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
319,BGS_231,Gardens of Hope,1202-1227 Shields Place,Garden,0412 066,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
320,BGS_232,Gardens of Hope,1202-1227 Shields Place,Garden,0412 069,Community Managed Site,1992,,Garden,Community Managed,18372,Minor Contact,Upton,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Flower Beds; Food Grown - Individual Plots; Trees,11,44,,City Owned,,Yes,Yes,,Carried In
407,BGS_63,Begin New After School Program,,,0432 013,Community Managed Site,,,,,22781,,Upton,,,,,11,44,,City Owned,,,,,
392,BGS_62,Begin New After School Program,,,0432 044,Community Managed Site,,,,,22781,,Upton,,,,,11,44,,City Owned,,,,,
427,BGS_460,"St. Marys Park, Seton Hill",606 North Paca Street,,0546 036,Community Managed Site,,,,,206910,,Seton Hill,,,,,11,44,,City Owned,,,,,
443,BGS_75,Boyd Booth 2,417-423 South Pulaski Street,,0698 051,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
445,BGS_76,Boyd Booth 2,417-423 South Pulaski Street,,0698 052,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
447,BGS_78,Boyd Booth 2,417-423 South Pulaski Street,,0698 053,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
439,BGS_74,Boyd Booth 2,417-423 South Pulaski Street,,0698 054,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
450,BGS_79,Boyd Booth 2,417-423 South Pulaski Street,,0698 055,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
446,BGS_77,Boyd Booth 2,417-423 South Pulaski Street,,0698 056,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
436,BGS_73,Boyd Booth 2,417-423 South Pulaski Street,,0698 057,Community Managed Site,,,,,6390,,Carrollton Ridge,,,,,9,44,,Mixed,,,,,
455,BGS_394,Pigtown Horseshoe Pit,1217 Bayard Street,Clean and Green,0778 012,Community Managed Site,1996,,Clean and Green,Community Managed,827,Protected by BGS,Washington Village/Pigtown,Gathering Space; Other,active recreation,Active Recreation,Active Recreational; Art Inc.,10,44,,Privately Owned,,No,,,
2,BGS_393,Pigtown Food for Thought,1172 Carroll Street,Garden,0780 051,Community Managed Site,,,Garden,,924,,Washington Village/Pigtown,Food Production,,,,10,44,,,,,,,
409,BGS_49,Archer at Washington,839 Washington Blvd.,,0851 031,Community Managed Site,,,,,910,,Washington Village/Pigtown,,,,,10,46,,City Owned,,,,,
122,BGS_395,Pigtown Pocket Park,600 Scott Street,Garden,0856A 001,Community Managed Site,0,,Garden,Community Managed,1440,,Washington Village/Pigtown,,,,,10,46,,City Owned,,No,No,,Hose from Neighbor
72,BGS_478,West Barre Street Open Space,121 W Barre St,Garden,0874 007,Community Managed Site,,,Garden,,3410,Inactive,Otterbein,,,,,11,46,,City Owned,,,,,
47,BGS_477,Welcome Alley Park,129 Welcome Alley,Garden,0874 052,Community Managed Site,,,Garden,,1625,,Otterbein,,,,,11,46,,City Owned,,,,,
60,BGS_417,S Hanover Street Open Space,625 1/2 S Hanover Street,Garden,0883 031A,Community Managed Site,,,Garden,,4809,Inactive,Otterbein,,,,,11,46,,City Owned,,,,,
51,BGS_405,Pubped Way Open Space,,Garden,0883 033,Community Managed Site,,600 Pubped Way,Garden,,17424,Inactive,Otterbein,,,,,11,46,,City Owned,,,,,
68,BGS_479,West Hughes Street Open Space,,Garden,0894 062,Community Managed Site,,100 W Hughes Street,Garden,,3102,,Otterbein,,,,,11,46,,City Owned,,,,,
64,BGS_480,West York Street Open Space,,Garden,0894 062,Community Managed Site,,100 W York Street,Garden,,3102,Inactive,Otterbein,,,,,11,46,,City Owned,,,,,
408,BGS_426,Sharp Leadenhall Garden,116 West Hamburg Street,,0916 024,Community Managed Site,,,,,960,,Sharp-Leadenhall,,,,,11,46,,Privately Owned,,,,,
26,BGS_91,Brentwood Commons,1816 Brentwood Avenue,Garden,1096 063,Community Managed Site,2007,Brentwood and McAllister,Garden,Community Managed,3444,Acquisition,Greenmount West,Gathering Space; Relief from Built Environment; Stormwater Management; Trees,,Active Recreation; Air Quality; Beautification; Birds; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Other,Active Recreational; Beauty; Children's Activities; Flower Beds; Trees,12,40,,Privately Owned,Private Agreement,No,,,Neighbor
324,BGS_244,Hickory Ave Green Space,3348 Hickory Ave.,,1098 014,Unconfirmed Site,2003,,,Community Managed,1190,Minor Contact,Hampden,,,,,,,,Unknown,,No,No,,
325,BGS_245,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 015,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
326,BGS_246,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 016,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
327,BGS_247,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 017,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
328,BGS_248,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 018,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
329,BGS_249,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 028,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
330,BGS_250,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 029,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
331,BGS_251,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 030,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
332,BGS_252,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 031,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
333,BGS_253,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1098 031A,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
86,BGS_343,NGBLL Community Chess Park,435-439 E. Lafayette Ave.,Clean and Green,1104 033,Community Managed Site,2012,,Clean and Green,Community Managed,5082,,Greenmount West,Gathering Space; Trees,,,,12,40,,Privately Owned,Adopt-A-Lot,No,No,,
85,BGS_342,NGBLL Community Chess Park,435-439 E. Lafayette Ave.,Clean and Green,1104 034,Community Managed Site,2012,,Clean and Green,Community Managed,5082,,Greenmount West,Gathering Space; Trees,,,,12,40,,Privately Owned,Adopt-A-Lot,No,No,,
84,BGS_341,NGBLL Community Chess Park,435-439 E. Lafayette Ave.,Clean and Green,1104 035,Community Managed Site,2012,,Clean and Green,Community Managed,5082,,Greenmount West,Gathering Space; Trees,,,,12,40,,Privately Owned,Adopt-A-Lot,No,No,,
280,BGS_103,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 063A,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
281,BGS_104,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 064,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
282,BGS_105,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 065,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
175,BGS_92,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 066,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
176,BGS_93,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 067,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
177,BGS_94,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 068,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
178,BGS_95,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 069,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
179,BGS_96,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 070,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
181,BGS_98,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 071,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
180,BGS_97,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 072,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
283,BGS_106,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 073,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
284,BGS_107,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 074,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
285,BGS_108,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 075,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
182,BGS_99,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 076,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
183,BGS_100,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 077,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
184,BGS_101,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 078,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
185,BGS_102,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 079,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
286,BGS_109,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 080,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
287,BGS_110,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 081,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
288,BGS_111,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 082,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
289,BGS_112,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 083,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
290,BGS_113,Brentwood Garden,1705-1723 Brentwood Ave.,Garden,1104 084,Community Managed Site,1990,,Garden,Community Managed,13068,Minor Contact,Greenmount West,Food Production; Trees,,,Flower Beds; Trees,12,40,,City Owned,,No,No,,
334,BGS_254,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1112 020,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
335,BGS_255,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1112 021,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
336,BGS_256,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1112 022,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
337,BGS_257,Holbrook St Garden,1700- 1718 Holbrook St.,Garden,1112 023,Community Managed Site,,,Garden,,11713,,Oliver,,,,,12,45,,Mixed,,,,,
265,BGS_8,AM 7 Day,700 E. Chase St.,Garden,1168 001,Community Managed Site,1998,,Garden,,4320,,Johnston Square,Food Production; Gathering Space,,Air Quality; Beautification; Neighborhood Sociability; Reduce Trash/Dumping; Water Quality,,12,40,,Mixed,,Yes,No,,Hydrant
381,BGS_9,AM 7 Day,700 E. Chase St.,Garden,1168 002,Community Managed Site,1998,,Garden,,4320,,Johnston Square,Food Production; Gathering Space,,Air Quality; Beautification; Neighborhood Sociability; Reduce Trash/Dumping; Water Quality,,12,40,,Mixed,,Yes,No,,Hydrant
118,BGS_388,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 026,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
117,BGS_387,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 027,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
116,BGS_386,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 028,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
115,BGS_385,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 029,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
114,BGS_384,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 030,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
113,BGS_383,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 031,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
111,BGS_382,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 032,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
110,BGS_381,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 033,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
109,BGS_380,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 034,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
108,BGS_379,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 035,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
119,BGS_389,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 036,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
120,BGS_390,Participation Park (Downtown Farm),1103-1126 Forres St.,Garden,1168 042,Community Managed Site,2007,,Garden,Community Managed,16702,,Johnston Square,Food Production; Gathering Space,,Beautification; Food; Neighborhood Sociability; Reduce Trash/Dumping,Active Recreational; Container Gardening; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic,12,40,,Mixed,other,No,No,,Hydrant
245,BGS_344,No Name - Ashland Mews,1300 Madison St.,Garden,1223 001,Community Managed Site,,,Garden,,25743,,Oldtown,Trees,,,Trees,12,44,,City Owned,,Yes,No,,
246,BGS_345,No Name - Ashland Mews,1300 Madison St.,Garden,1223 002,Community Managed Site,,,Garden,,25743,,Oldtown,Trees,,,Trees,12,44,,City Owned,,Yes,No,,
247,BGS_346,No Name - Ashland Mews,1300 Madison St.,Garden,1223 003,Community Managed Site,,,Garden,,25743,,Oldtown,Trees,,,Trees,12,44,,City Owned,,Yes,No,,
262,BGS_189,Exeter Gardens,101-103 S. Exeter Street,Garden,1380 058,Community Managed Site,2011,,Garden,,2630,,Jonestown,Food Production,,,,12,46,,City Owned,Adopt-A-Lot,,,,No
373,BGS_190,Exeter Gardens,101-103 S. Exeter Street,Garden,1380 059,Community Managed Site,2011,,Garden,,2630,,Jonestown,Food Production,,,,12,46,,City Owned,Adopt-A-Lot,,,,No
491,BGS_179,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 076,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
456,BGS_144,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 077,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
471,BGS_159,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 078,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
461,BGS_149,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 079,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
487,BGS_175,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 080,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
486,BGS_174,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 081,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
